_id,school,degree,university,gross_monthly_median,gross_mthly_25_percentile,rank,basic_monthly_median,employment_rate_ft_perm,gross_mthly_75_percentile,gross_monthly_mean,basic_monthly_mean,year,employment_rate_overall
755,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,National University of Singapore,3500,3212,0.0573088,3500,75.9,3850,3674,3590,2019,88
756,Faculty of Dentistry,Bachelor of Dental Surgery,National University of Singapore,4200,4000,0.0573088,4200,97.3,4500,4068,4057,2019,100
757,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),National University of Singapore,3500,3200,0.0573088,3500,68.6,3800,3535,3480,2019,80.4
758,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),National University of Singapore,3950,3500,0.0573088,3700,86.7,4300,3959,3802,2019,92.4
759,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),National University of Singapore,3600,3400,0.0573088,3500,93,4025,3746,3685,2019,95
760,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),National University of Singapore,4000,3600,0.0573088,3800,85.2,4600,4101,3957,2019,89.6
761,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,National University of Singapore,3750,3400,0.0573088,3500,84.6,5200,4285,4115,2019,84.6
762,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),National University of Singapore,3400,3200,0.0573088,3400,80.7,3900,3569,3473,2019,89.5
763,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,4000,3500,0.0573088,3850,96.5,4600,4451,4303,2019,97.6
764,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),National University of Singapore,4000,3700,0.0573088,3700,76.2,4600,4086,3796,2019,78.6
765,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),National University of Singapore,3700,3400,0.0573088,3500,86.7,4300,3847,3745,2019,88.6
766,Faculty of Law,Bachelor of Laws #,National University of Singapore,5400,4500,0.0573088,5000,93,5800,5160,5068,2019,95.7
767,Faculty of Science,Bachelor of Science,National University of Singapore,3100,2900,0.0573088,3000,59.3,3600,3320,3181,2019,84
768,Faculty of Science,Bachelor of Science (Hons) ^,National University of Singapore,3500,3100,0.0573088,3355,72.3,3800,3605,3510,2019,88.5
769,Faculty of Science,Bachelor of Science (Computational Biology) **,National University of Singapore,na,na,0.0573088,na,na,na,na,na,2019,na
770,Faculty of Science,Bachelor of Science (Pharmacy) #,National University of Singapore,3750,3500,0.0573088,3600,95.5,4000,3840,3648,2019,100
771,NUS Business School,Bachelor of Business Administration,National University of Singapore,4000,3400,0.0573088,4000,82.6,5500,4925,4799,2019,100
772,NUS Business School,Bachelor of Business Administration (Hons),National University of Singapore,4150,3500,0.0573088,4000,91,5000,4593,4451,2019,95.5
773,NUS Business School,Bachelor of Business Administration (Accountancy) ^,National University of Singapore,3000,3000,0.0573088,3000,93.8,3800,4005,3897,2019,93.8
774,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),National University of Singapore,3600,3000,0.0573088,3500,97.8,4500,4093,4008,2019,97.8
775,School of Computing,Bachelor of Computing (Computer Science),National University of Singapore,5000,4205,0.0573088,5000,90.6,5585,5571,5477,2019,92.8
777,School of Computing,Bachelor of Computing (Information Security) **,National University of Singapore,na,na,0.0573088,na,na,na,na,na,2019,na
778,School of Computing,Bachelor of Computing (Information Systems),National University of Singapore,4228,4000,0.0573088,4000,95.9,4685,4330,4210,2019,95.9
779,School of Computing,Bachelor of Science (Business Analytics),National University of Singapore,5000,4050,0.0573088,5000,100,5200,4881,4811,2019,100
780,School of Design & Environment,Bachelor of Arts (Architecture) #,National University of Singapore,4100,3800,0.0573088,4010,96,4500,4199,4156,2019,100
781,School of Design & Environment,Bachelor of Arts (Industrial Design) ^,National University of Singapore,3300,3000,0.0573088,3200,48.3,3500,3245,3142,2019,86.2
782,School of Design & Environment,Bachelor of Science (Project and Facilities Management),National University of Singapore,3155,3000,0.0573088,3100,80.6,3480,3243,3189,2019,88.3
783,School of Design & Environment,Bachelor of Science (Real Estate),National University of Singapore,3400,3100,0.0573088,3400,89.6,3650,3494,3431,2019,95.3
784,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery #,National University of Singapore,5237,4950,0.0573088,4600,99.5,5657,5218,4607,2019,99.5
785,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),National University of Singapore,3358,3200,0.0573088,3250,89.1,3450,3314,3123,2019,93.5
786,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),National University of Singapore,3650,3515,0.0573088,3450,97.5,3750,3612,3389,2019,98.8
787,YST Conservatory of Music,Bachelor of Music,National University of Singapore,3500,2875,0.0573088,3500,39.1,3900,3575,3531,2019,82.6
788,Yale-NUS College,Bachelor of Arts with Honours,National University of Singapore,3684,3400,0.0573088,3600,77,4567,4197,4066,2019,96
789,Yale-NUS College,Bachelor of Science with Honours ^,National University of Singapore,5000,4150,0.0573088,5000,89.5,9967,7139,6962,2019,94.7
790,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),National University of Singapore,4000,3750,0.0573088,4000,91.7,4900,4732,4653,2019,92.9
791,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,National University of Singapore,3325,3000,0.0573088,3300,67.4,3600,3332,3329,2019,88.4
792,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,Singapore Institute of Technology,3220,3000,0.0573088,3120,79.2,3500,3167,3122,2019,83.3
793,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,Singapore Institute of Technology,3150,2750,0.0573088,3150,50,3275,3051,3036,2019,81.3
794,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design ^,Singapore Institute of Technology,3800,3550,0.0573088,3800,87,4000,3791,3760,2019,91.3
795,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,Singapore Institute of Technology,4400,4000,0.0573088,4400,94.9,5200,4474,4447,2019,100
796,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,Singapore Institute of Technology,3100,3000,0.0573088,3100,89.2,3250,3239,3181,2019,93.7
797,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),Singapore Institute of Technology,4100,3900,0.0573088,4000,95,5000,4319,4171,2019,97.5
798,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),Singapore Institute of Technology,4190,3600,0.0573088,4034,97.4,4550,4188,4090,2019,100
799,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,Singapore Institute of Technology,3660,3500,0.0573088,3162,90.6,4044,3748,3237,2019,92.2
800,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),Singapore Institute of Technology,3500,3200,0.0573088,3360,92.5,3700,3484,3433,2019,92.5
801,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),Singapore Institute of Technology,3842,3700,0.0573088,3800,90.6,4210,3976,3856,2019,93.8
802,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),Singapore Institute of Technology,3750,3500,0.0573088,3750,97,4000,3811,3777,2019,100
803,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,Singapore Institute of Technology,3000,2800,0.0573088,2800,74.6,3270,3102,2972,2019,89.1
804,SIT-DigiPen Institute of Technology,Bachelor of Engineering in Systems Engineering (ElectroMechanical Systems) ^,Singapore Institute of Technology,3975,3500,0.0573088,3921,90.5,4470,4024,3931,2019,95.2
805,SIT-Massey University,Bachelor of Food Technology with Honours,Singapore Institute of Technology,2975,2750,0.0573088,2975,88.4,3250,2978,2962,2019,93
806,SIT-Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,Singapore Institute of Technology,3500,3200,0.0573088,3200,73.3,3600,3463,3217,2019,82.2
807,SIT-Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering ^,Singapore Institute of Technology,3500,3250,0.0573088,3400,82.6,3600,3542,3489,2019,91.3
708,College of Business (Nanyang Business School),Accountancy,Nanyang Technological University,3000,3000,0.0573088,3000,94,3200,3254,3220,2019,97.5
808,SIT-Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,Singapore Institute of Technology,3300,3200,0.0573088,3300,100,3521,3393,3318,2019,100
809,SIT-Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering ^,Singapore Institute of Technology,3100,3050,0.0573088,3100,66.7,3500,3269,3227,2019,80
810,SIT-Newcastle University,Bachelor of Engineering with Honours in Naval Architecture **,Singapore Institute of Technology,na,na,0.0573088,na,na,na,na,na,2019,na
811,SIT-Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering **,Singapore Institute of Technology,na,na,0.0573088,na,na,na,na,na,2019,na
812,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) **,Singapore Institute of Technology,na,na,0.0573088,na,na,na,na,na,2019,na
813,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),Singapore Institute of Technology,3425,3308,0.0573088,3400,100,3650,3466,3429,2019,100
814,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),Singapore Institute of Technology,3400,3400,0.0573088,3400,98.3,3620,3498,3479,2019,98.3
815,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,Singapore Institute of Technology,na,na,0.0573088,na,na,na,na,na,2019,na
816,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,Singapore Institute of Technology,3800,3450,0.0573088,3500,95.8,4085,3772,3522,2019,100
817,Technische Universitt Mnchen,Bachelor of Science in Chemical Engineering,Singapore Institute of Technology,3300,3110,0.0573088,3100,77.3,3600,3471,3213,2019,81.8
818,Technische Universitt Mnchen,Bachelor of Science in Electrical Engineering & Information Technology **,Singapore Institute of Technology,na,na,0.0573088,na,na,na,na,na,2019,na
819,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management ^,Singapore Institute of Technology,2625,2200,0.0573088,2350,61.9,3350,2852,2532,2019,81
820,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,Singapore Institute of Technology,2800,2450,0.0573088,2800,55.3,3000,2832,2724,2019,78.7
821,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,Singapore Institute of Technology,2700,2400,0.0573088,2700,80.6,3000,2760,2692,2019,87.1
822,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,Singapore Institute of Technology,3500,3200,0.0573088,3500,64.6,4000,3597,3500,2019,77.1
823,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,Singapore Institute of Technology,3700,3400,0.0573088,3550,67.6,4600,3993,3863,2019,82.4
824,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,Singapore Institute of Technology,3500,3300,0.0573088,3500,93.9,3800,3722,3569,2019,97
825,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,Singapore Institute of Technology,3600,3300,0.0573088,3600,83.1,4000,3793,3764,2019,93.2
826,University of Glasgow,Bachelor of Science with Honours in Computing Science,Singapore Institute of Technology,4200,3700,0.0573088,4000,89.2,5100,4366,4294,2019,92.3
827,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,Singapore Institute of Technology,3695,3400,0.0573088,3526,70.4,4050,3823,3647,2019,80.2
828,School of Accountancy (4-year programme) *,Accountancy,Singapore Management University,3050,3000,0.0573088,3000,93.7,4000,3802,3753,2019,96.4
829,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),Singapore Management University,3600,3000,0.0573088,3500,97.9,5000,4431,4364,2019,97.9
830,School of Business (4-year programme) *,Business Management,Singapore Management University,3750,3300,0.0573088,3600,84.8,4600,4181,4056,2019,91
831,School of Business (4-year programme) *,Business Management (Cum Laude and above),Singapore Management University,4167,3600,0.0573088,4000,90.4,5120,4614,4504,2019,93
832,School of Economics (4-year programme) *,Economics,Singapore Management University,3900,3500,0.0573088,3800,81.3,4500,4159,4042,2019,87.1
833,School of Economics (4-year programme) *,Economics (Cum Laude and above),Singapore Management University,4038,3600,0.0573088,4000,89.9,4600,4520,4401,2019,94.2
834,School of Information Systems (4-year programme) *,Information Systems,Singapore Management University,4300,4000,0.0573088,4166,90.2,5000,4549,4413,2019,95.1
835,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),Singapore Management University,5000,4300,0.0573088,5000,96,5550,5212,5029,2019,98
836,School of Social Sciences (4-year programme) *,Social Sciences,Singapore Management University,3500,3065,0.0573088,3400,82.8,4000,3629,3523,2019,92.2
837,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),Singapore Management University,3500,3100,0.0573088,3500,90.2,4070,3742,3599,2019,92.7
838,School of Law (4-year programme) *,Law #,Singapore Management University,4900,4200,0.0573088,4600,98.2,5800,5064,4942,2019,99.1
839,School of Law (4-year programme) *,Law (Cum Laude and above) #,Singapore Management University,5550,4500,0.0573088,5000,97.1,6000,5324,5136,2019,98.6
840,S R Nathan School of Human Development,Bachelor of Human Resource Management,Singapore University of Social Sciences,3000,2800,0.0573088,3000,74.2,3300,2975,2942,2019,87.1
841,School of Business,Bachelor of Accountancy,Singapore University of Social Sciences,3000,2750,0.0573088,3000,83.3,3000,2900,2880,2019,91.1
